address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
31418 San Jacinto Ct,Union City,CA,94587,779000,1675.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/31418-San-Jacinto-Ct-Union-City-CA-94587/24998312_zpid/
2898 Pelican Dr,Union City,CA,94587,808900,1544.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2898-Pelican-Dr-Union-City-CA-94587/24994711_zpid/
32924 Regents Blvd,Union City,CA,94587,1050000,2762.0,0,NA,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/32924-Regents-Blvd-Union-City-CA-94587/25052857_zpid/
5513 Alvelais Dr,Union City,CA,94587,1299000,3198.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5513-Alvelais-Dr-Union-City-CA-94587/54790391_zpid/
4394 Planet Cir,Union City,CA,94587,539900,1342.0,4.0,2.0,18,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4394-Planet-Cir-Union-City-CA-94587/24998451_zpid/
32420 Edith Way,Union City,CA,94587,789000,1463.0,4.0,2.0,18,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/32420-Edith-Way-Union-City-CA-94587/24999680_zpid/
Niland St,Union City,CA,94587,NA,3367.0,4.0,4.0,22,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/132730110_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Montair Way,Union City,CA,94587,NA,2710.0,4.0,3.0,22,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/132614253_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3rd St,Union City,CA,94587,NA,1757.0,4.0,2.0,30,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128652949_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
San Carvante Way,Union City,CA,94587,NA,1762.0,3.0,2.0,26,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/129600232_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Brockway Ct,Union City,CA,94587,NA,1871.0,4.0,2.5,23,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/132614255_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Nickel St,Union City,CA,94587,NA,2472.0,3.0,2.5,26,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/127017209_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
4118 Venus Pl,Union City,CA,94587,499500,1214.0,3.0,2.0,11,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/4118-Venus-Pl-Union-City-CA-94587/25000092_zpid/
2145 Medallion Dr APT 1,Union City,CA,94587,400000,945.0,2.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2145-Medallion-Dr-APT-1-Union-City-CA-94587/24995095_zpid/
2438 Clover St,Union City,CA,94587,839888,1766.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2438-Clover-St-Union-City-CA-94587/24918450_zpid/
4472 Madrid Ct,Union City,CA,94587,529900,1155.0,3.0,2.0,17,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/4472-Madrid-Ct-Union-City-CA-94587/24999189_zpid/
35540 Monterra Ter APT 102,Union City,CA,94587,548000,1023.0,2.0,2.0,25,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/35540-Monterra-Ter-APT-102-Union-City-CA-94587/58877975_zpid/
33200 11th St,Union City,CA,94587,875000,2688.0,4.0,3.0,16,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/33200-11th-St-Union-City-CA-94587/89033477_zpid/
5621 Pacific Grove Way,Union City,CA,94587,1035000,2236.0,4.0,3.0,22,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5621-Pacific-Grove-Way-Union-City-CA-94587/24997118_zpid/
2514 Barclay Ave,Union City,CA,94587,184888,1040.0,2.0,2.0,85,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2514-Barclay-Ave-Union-City-CA-94587/24996178_zpid/
2627 Parkside Dr,Union City,CA,94587,289995,1400.0,4.0,2.0,88,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/2627-Parkside-Dr-Union-City-CA-94587/2095207180_zpid/
Apollo Cir,Union City,CA,94587,491000,1583.0,4.0,2.5,372,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/120556486_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
32672 Brenda Way APT 2,Union City,CA,94587,344000,903.0,2.0,1.5,2313,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/32672-Brenda-Way-APT-2-Union-City-CA-94587/24995198_zpid/
Novato St,Union City,CA,94587,NA,4146.0,8.0,5.0,50,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/128932179_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Balmoral St,Union City,CA,94587,628000,1492.0,3.0,2.0,298,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116845041_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
34877 Rumford Ter,Union City,CA,94587,600000,1492.0,3.0,2.5,3228,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/34877-Rumford-Ter-Union-City-CA-94587/24919323_zpid/
Bronze St,Union City,CA,94587,1080000,3569.0,5.0,3.5,39,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/117331966_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Jean Dr,Union City,CA,94587,893000,2770.0,5.0,3.0,498,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116850599_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
30826 Vallejo St,Union City,CA,94587,699950,1336.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/30826-Vallejo-St-Union-City-CA-94587/24997242_zpid/
2134 Swan Ct APT 1,Union City,CA,94587,331000,810.0,2.0,1.0,3211,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/2134-Swan-Ct-APT-1-Union-City-CA-94587/24919134_zpid/
511 Tamarack Dr APT 7,Union City,CA,94587,435000,1072.0,2.0,1.5,3222,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/511-Tamarack-Dr-APT-7-Union-City-CA-94587/24920078_zpid/
Meridien Cir,Union City,CA,94587,NA,2847.0,4.0,3.0,302,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126883876_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Meridien Cir,Union City,CA,94587,913000,2905.0,5.0,3.0,71,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116838444_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
240 Famoso Plz,Union City,CA,94587,398369,880.0,2.0,2.0,55,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/240-Famoso-Plz-Union-City-CA-94587/24919827_zpid/
2145 Medallion Dr APT 2,Union City,CA,94587,423000,1134.0,3.0,1.5,2650,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/2145-Medallion-Dr-APT-2-Union-City-CA-94587/24995096_zpid/
San Carlos Way,Union City,CA,94587,745000,2120.0,5.0,3.0,106,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124402003_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Travertine Way,Union City,CA,94587,750000,1551.0,3.0,2.5,365,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124203751_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
32608 Brenda Way APT 1,Union City,CA,94587,324000,810.0,2.0,1.0,3524,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/32608-Brenda-Way-APT-1-Union-City-CA-94587/24995054_zpid/
2189 Medallion Dr APT 1,Union City,CA,94587,380000,945.0,2.0,1.0,2663,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/2189-Medallion-Dr-APT-1-Union-City-CA-94587/24995103_zpid/
2265 Medallion Dr,Union City,CA,94587,319000,810.0,2.0,1.0,2641,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/2265-Medallion-Dr-Union-City-CA-94587/24995150_zpid/
32625 Brenda Way APT 1,Union City,CA,94587,330000,810.0,2.0,1.0,2717,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/32625-Brenda-Way-APT-1-Union-City-CA-94587/24995170_zpid/
Rose Way,Union City,CA,94587,880000,2380.0,4.0,2.5,600,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124464092_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
34800 Starling Dr APT 2,Union City,CA,94587,351000,903.0,2.0,1.0,2756,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/34800-Starling-Dr-APT-2-Union-City-CA-94587/24918387_zpid/
Sorrento Way,Union City,CA,94587,840000,2258.0,4.0,3.0,341,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116838440_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Horner St,Union City,CA,94587,542000,1432.0,4.0,2.5,282,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116846098_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Bel Estos Way,Union City,CA,94587,NA,1155.0,3.0,1.5,323,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/126728580_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Lamprey Dr,Union City,CA,94587,856000,2151.0,5.0,3.0,529,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116845052_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Tamarack Dr,Union City,CA,94587,765000,2721.0,4.0,3.0,611,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116826556_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
University Dr,Union City,CA,94587,NA,1557.0,4.0,3.0,82,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/128855452_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Lois Way,Union City,CA,94587,651000,1340.0,3.0,2.0,45,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/116846072_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
I St,Union City,CA,94587,NA,985.0,2.0,1.0,151,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/128641148_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Viejo Way,Union City,CA,94587,442000,1155.0,3.0,2.5,436,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125083855_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
4921 Colusa St,Union City,CA,94587,798888,1409.0,4.0,2.0,38,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4921-Colusa-St-Union-City-CA-94587/25053184_zpid/
3rd St,Union City,CA,94587,521000,858.0,2.0,1.0,58,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/125849226_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Vallejo St,Union City,CA,94587,NA,2744.0,3.0,1.5,52,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/128925573_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Regents Blvd,Union City,CA,94587,NA,1274.0,3.0,2.0,80,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/128860915_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Cheryl Ct,Union City,CA,94587,713000,1880.0,4.0,2.5,254,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125775397_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Washington Ave,Union City,CA,94587,NA,1452.0,3.0,2.0,134,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126897454_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
33735 Railroad Ave,Union City,CA,94587,695000,1800.0,4.0,3.0,38,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/33735-Railroad-Ave-Union-City-CA-94587/58878905_zpid/
Ruth Way,Union City,CA,94587,NA,1566.0,4.0,2.0,185,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126897451_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
30699 Chimney Ln,Union City,CA,94587,685000,1412.0,4.0,2.0,50,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/30699-Chimney-Ln-Union-City-CA-94587/24991004_zpid/
Asimuth Cir,Union City,CA,94587,451000,1390.0,3.0,1.5,306,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/118427086_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
33511 8th St,Union City,CA,94587,500000,1114.0,3.0,2.0,274,Auction,http://www.zillow.com/homes/for_sale//homedetails/33511-8th-St-Union-City-CA-94587/25002585_zpid/
8th St,Union City,CA,94587,NA,1114.0,3.0,2.0,288,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126897453_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
4430 Holt St,Union City,CA,94587,787000,1814.0,4.0,2.5,141,Auction,http://www.zillow.com/homes/for_sale//homedetails/4430-Holt-St-Union-City-CA-94587/25054625_zpid/
Holt St,Union City,CA,94587,780000,1814.0,4.0,2.5,152,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124414275_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
33051 Arizona St,Union City,CA,94587,785000,1550.0,4.0,2.0,59,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/33051-Arizona-St-Union-City-CA-94587/24995675_zpid/
4716 Finn Cove Ct,Union City,CA,94587,1075000,2992.0,5.0,3.0,69,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4716-Finn-Cove-Ct-Union-City-CA-94587/24996834_zpid/
2238 Eric Ct APT 2,Union City,CA,94587,479999,1134.0,3.0,2.0,103,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2238-Eric-Ct-APT-2-Union-City-CA-94587/24995128_zpid/
3142 San Angelo Way,Union City,CA,94587,800000,1675.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3142-San-Angelo-Way-Union-City-CA-94587/24997591_zpid/
4404 Alamo St,Union City,CA,94587,499000,1054.0,2.0,2.0,237,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/4404-Alamo-St-Union-City-CA-94587/24999244_zpid/
3504 Barnacle Ct,Union City,CA,94587,895000,2164.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3504-Barnacle-Ct-Union-City-CA-94587/69229556_zpid/
1238 H St,Union City,CA,94587,794999,NA,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1238-H-St-Union-City-CA-94587/25003183_zpid/
4524 Niland St,Union City,CA,94587,1295000,3160.0,5.0,4.0,73,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/4524-Niland-St-Union-City-CA-94587/79534088_zpid/
0 Florence Dr,Union City,CA,94587,1600000,NA,NA,NA,42,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-Florence-Dr-Union-City-CA-94587/2099350233_zpid/
4120 Asimuth Cir 4120 Asimuth Cir,Union City,CA,94587,456000,1390.0,3.0,1.0,42,Auction,http://www.zillow.com/homes/for_sale//homedetails/4120-Asimuth-Cir-4120-Asimuth-Cir-Union-City-CA-94587/2095914563_zpid/
182 Granite Ct,Vallejo,CA,94589,339000,1344.0,3.0,2.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/182-Granite-Ct-Vallejo-CA-94589/15692108_zpid/
464 Corcoran Ave APT 1,Vallejo,CA,94589,145000,1032.0,3.0,2.0,1,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/464-Corcoran-Ave-APT-1-Vallejo-CA-94589/15687521_zpid/
104 Toyon Dr,Vallejo,CA,94589,396900,1609.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/104-Toyon-Dr-Vallejo-CA-94589/15655153_zpid/
821 Falcon Dr,Vallejo,CA,94589,385000,1256.0,3.0,2.0,3,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/821-Falcon-Dr-Vallejo-CA-94589/15663796_zpid/
1457 N Camino Alto APT 116,Vallejo,CA,94589,140000,706.0,1.0,1.0,1,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1457-N-Camino-Alto-APT-116-Vallejo-CA-94589/15689032_zpid/
219 Sage St,Vallejo,CA,94589,270000,1272.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/219-Sage-St-Vallejo-CA-94589/15664769_zpid/
Bw Williams Dr,Vallejo,CA,94589,NA,1025.0,3.0,2.0,8,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128794058_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Whitecliff Dr,Vallejo,CA,94589,NA,1406.0,3.0,2.0,10,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/127101825_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
101 Rose Ct,Vallejo,CA,94589,349500,1170.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/101-Rose-Ct-Vallejo-CA-94589/15662285_zpid/
196 Limestone Dr,Vallejo,CA,94589,369500,1529.0,4.0,2.0,7,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/196-Limestone-Dr-Vallejo-CA-94589/15665606_zpid/
164 Vanessa St,Vallejo,CA,94589,400000,1509.0,3.0,2.5,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/164-Vanessa-St-Vallejo-CA-94589/15666238_zpid/
398 Meadows Dr,Vallejo,CA,94589,360000,1391.0,4.0,2.0,10,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/398-Meadows-Dr-Vallejo-CA-94589/15662690_zpid/
175 Janice St,Vallejo,CA,94589,359900,1605.0,4.0,2.0,8,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/175-Janice-St-Vallejo-CA-94589/15664391_zpid/
114 Sonora Pass Rd,Vallejo,CA,94589,420000,1523.0,3.0,2.0,10,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/114-Sonora-Pass-Rd-Vallejo-CA-94589/15662030_zpid/
278 Echo Summit Rd,Vallejo,CA,94589,419500,2171.0,5.0,3.0,4,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/278-Echo-Summit-Rd-Vallejo-CA-94589/15662312_zpid/
Radcliffe Dr,Vallejo,CA,94589,NA,1440.0,4.0,2.0,19,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/129613709_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
790 Auburn Ct,Vallejo,CA,94589,324900,1684.0,4.0,3.0,29,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/790-Auburn-Ct-Vallejo-CA-94589/15663442_zpid/
Litchfield Ct,Vallejo,CA,94589,NA,1088.0,3.0,2.0,19,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/129613708_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Camino Alto APT 225,Vallejo,CA,94589,NA,640.0,1.0,1.0,11,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/133725305_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Camino Alto UNIT 249,Vallejo,CA,94589,NA,980.0,3.0,2.0,26,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/129591728_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
821 Stella St,Vallejo,CA,94589,324000,1440.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/821-Stella-St-Vallejo-CA-94589/15664499_zpid/
Stella St,Vallejo,CA,94589,NA,1440.0,4.0,2.0,30,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/129583228_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
517 Whitney Ave,Vallejo,CA,94589,305000,1824.0,4.0,3.0,25,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/517-Whitney-Ave-Vallejo-CA-94589/15665579_zpid/
124 Amherst Ave,Vallejo,CA,94589,349500,1256.0,3.0,2.0,23,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/124-Amherst-Ave-Vallejo-CA-94589/15663954_zpid/
Mini Dr,Vallejo,CA,94589,350000,1285.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/Mini-Dr-Vallejo-CA-94589/2129044027_zpid/
155 Daisy Ct,Vallejo,CA,94589,390000,1391.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/155-Daisy-Ct-Vallejo-CA-94589/15662418_zpid/
525 Whitecliff Dr,Vallejo,CA,94589,450000,2527.0,6.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/525-Whitecliff-Dr-Vallejo-CA-94589/15653715_zpid/
329 Angelina Way,Vallejo,CA,94589,478000,1856.0,4.0,3.0,21,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/329-Angelina-Way-Vallejo-CA-94589/15665961_zpid/
0 Fairgrounds Dr,Vallejo,CA,94589,175000,NA,NA,NA,26,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-Fairgrounds-Dr-Vallejo-CA-94589/2109158316_zpid/
5174 Sonoma Blvd,Vallejo,CA,94589,372516,NA,NA,NA,29,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/5174-Sonoma-Blvd-Vallejo-CA-94589/2094530140_zpid/
5172 Sonoma Blvd,Vallejo,CA,94589,530430,NA,NA,NA,29,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/5172-Sonoma-Blvd-Vallejo-CA-94589/2094530221_zpid/
306 Catalina Way,Vallejo,CA,94589,370000,1698.0,4.0,3.0,1622,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/306-Catalina-Way-Vallejo-CA-94589/15663382_zpid/
271 Avalon Cir,Vallejo,CA,94589,390000,1986.0,4.0,3.0,1618,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/271-Avalon-Cir-Vallejo-CA-94589/15663645_zpid/
Columbia Way,Vallejo,CA,94589,313000,1400.0,3.0,2.0,36,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/117903704_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
232 De Anza Dr,Vallejo,CA,94589,348000,2200.0,3.0,2.0,1766,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/232-De-Anza-Dr-Vallejo-CA-94589/15654802_zpid/
166 Amherst Ave,Vallejo,CA,94589,283000,1225.0,4.0,2.0,2817,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/166-Amherst-Ave-Vallejo-CA-94589/15663961_zpid/
1821 Mini Dr,Vallejo,CA,94589,251000,908.0,2.0,2.0,32,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1821-Mini-Dr-Vallejo-CA-94589/15661388_zpid/
Dartmouth Ave,Vallejo,CA,94589,NA,1698.0,3.0,2.0,40,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/129562079_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Rhea Ct,Vallejo,CA,94589,NA,1825.0,5.0,3.0,46,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128583104_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Echo Summit Rd,Vallejo,CA,94589,NA,1412.0,2.0,2.0,102,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/128805716_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1455 N Camino Alto APT 123,Vallejo,CA,94589,153000,986.0,2.0,2.0,2297,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1455-N-Camino-Alto-APT-123-Vallejo-CA-94589/15689038_zpid/
1735 Mini Dr,Vallejo,CA,94589,311000,1285.0,4.0,2.0,1789,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1735-Mini-Dr-Vallejo-CA-94589/111930687_zpid/
153 Dartmouth Ave,Vallejo,CA,94589,326000,1838.0,5.0,2.0,1773,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/153-Dartmouth-Ave-Vallejo-CA-94589/15663859_zpid/
Whitney Ave,Vallejo,CA,94589,NA,1116.0,3.0,2.0,117,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/128647152_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Severus Dr,Vallejo,CA,94589,NA,864.0,2.0,2.0,74,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/128864009_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Lakeside Dr,Vallejo,CA,94589,NA,2903.0,5.0,3.0,110,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127101826_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Kilty Ct,Vallejo,CA,94589,NA,864.0,2.0,2.0,136,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127101829_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
115 Shari Ct,Vallejo,CA,94589,295000,1232.0,4.0,2.0,1737,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/115-Shari-Ct-Vallejo-CA-94589/15661329_zpid/
Basalt Dr,Vallejo,CA,94589,342000,1824.0,4.0,2.5,449,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/120095685_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
